Name;Type;RA;Dec;Const;MajAx;MinAx;PosAng;V-Mag;NGC;IC;Common names
NGC6215A;G;16:52:59.45;-58:56:52.8;Ara;1.96;0.64;11;;;;
NGC6216;OCl;16:49:23.61;-44:43:53.5;Sco;4.20;;;10.10;6222;;
NGC6217;G;16:32:39.20;+78:11:53.4;UMi;2.24;1.63;155;13.88;;;
NGC6218;GCl;16:47:14.52;-01:56:52.2;Oph;11.10;;;6.07;;;
NGC6219;G;16:46:22.51;+09:02:16.3;Her;0.80;0.65;158;;;;
NGC6220;G;16:47:13.28;-00:16:31.7;Oph;1.53;0.97;134;;;;
NGC6221;G;16:52:46.08;-59:13:07.0;Ara;4.84;3.15;1;13.45;;;
NGC6222;Dup;16:49:23.61;-44:43:53.5;Sco;;;;;6216;;
NGC6223;G;16:43:04.31;+61:34:44.1;Dra;3.16;2.33;90;;;;
NGC6224;G;16:48:18.54;+06:18:44.0;Her;1.10;1.01;140;;;;
NGC6225;G;16:48:21.58;+06:13:22.0;Her;1.18;0.79;149;;;;
NGC6226;Dup;16:43:23.23;+61:59:02.2;Dra;;;;;6202;;
NGC6227;*;16:51:33.72;-41:13:49.9;Sco;;;;5.22;;;
NGC6228;G;16:48:02.66;+26:12:48.8;Her;0.93;0.39;133;;;;
NGC6229;GCl;16:46:58.86;+47:31:40.1;Her;4.80;;;9.86;;;
NGC6230;GPair;16:50:44.70;+04:36:18.0;Oph;1.70;;;;;;
NGC6230 NED01;G;16:50:42.73;+04:36:18.0;Oph;0.58;0.35;124;;;;
NGC6230 NED02;G;16:50:46.70;+04:36:16.7;Oph;0.72;0.52;60;;;;
NGC6231;OCl;16:54:10.92;-41:49:27.3;Sco;13.80;;;2.60;;;
NGC6232;G;16:43:20.24;+70:37:57.1;Dra;1.47;1.16;176;;;;
NGC6233;G;16:50:15.70;+23:34:47.4;Her;1.46;0.73;28;;;;
NGC6234;G;16:51:57.34;+04:23:00.7;Oph;0.74;0.67;39;;;;
NGC6235;GCl;16:53:25.36;-22:10:38.8;Oph;4.20;;;7.20;;;
NGC6236;G;16:44:34.65;+70:46:48.8;Dra;1.82;1.07;12;;;;
NGC6237;Other;16:44:07.54;+70:38:05.3;Dra;;;;;;;
NGC6238;G;16:47:16.63;+62:08:49.3;Dra;0.68;0.41;16;;;;
NGC6239;G;16:50:04.98;+42:44:22.9;Her;2.30;1.07;113;12.45;;;
NGC6240;G;16:52:58.87;+02:24:03.3;Oph;2.20;1.03;12;13.37;;4625;
NGC6241;G;16:50:10.95;+45:25:14.2;Her;0.52;0.36;80;;;;
NGC6242;OCl;16:55:33.44;-39:27:39.4;Sco;6.60;;;6.40;;;
NGC6243;G;16:52:26.29;+23:19:57.3;Her;1.21;0.60;152;;;;
NGC6244;G;16:48:03.91;+62:12:01.6;Dra;1.54;0.34;139;;;;
NGC6245;Other;16:45:22.48;+70:48:16.5;Dra;;;;;;;
NGC6246;G;16:49:52.72;+55:32:31.4;Dra;1.38;0.73;46;;;;
NGC6246A;G;16:50:13.98;+55:23:04.6;Dra;2.17;1.28;164;;;;
NGC6247;G;16:48:20.24;+62:58:35.1;Dra;0.89;0.28;56;;;1233;
NGC6248;G;16:46:21.99;+70:21:31.7;Dra;1.23;0.76;157;;;;
NGC6249;OCl;16:57:41.50;-44:48:42.8;Sco;7.60;;;8.20;;;
NGC6250;Cl+N;16:57:56.07;-45:56:11.9;Ara;9.60;;;5.90;;;
NGC6251;G;16:32:31.97;+82:32:16.4;UMi;1.67;1.44;20;12.89;;;
NGC6252;G;16:32:40.57;+82:34:36.4;UMi;0.76;0.36;63;;;;
NGC6253;OCl;16:59:05.13;-52:42:31.7;Ara;6.00;;;10.20;;;
NGC6254;GCl;16:57:08.99;-04:05:57.6;Oph;9.30;;;4.98;;;
NGC6255;G;16:54:47.95;+36:30:04.0;Her;3.10;1.37;95;;;;
NGC6256;GCl;16:59:32.69;-37:07:17.1;Sco;4.20;;;;;;
NGC6257;G;16:56:03.51;+39:38:43.8;Her;0.87;0.27;122;;;;
NGC6258;G;16:52:29.79;+60:30:52.3;Dra;0.87;0.67;65;;;;
NGC6259;OCl;17:00:45.40;-44:39:17.9;Sco;6.00;;;8.00;;;
NGC6260;G;16:51:50.61;+63:42:52.5;Dra;0.93;0.77;130;;;;
NGC6261;G;16:56:30.52;+27:58:39.0;Her;1.09;0.44;85;;;;
NGC6262;G;16:58:42.80;+57:05:54.2;Dra;0.78;0.32;77;;;;
NGC6263;G;16:56:43.20;+27:49:19.5;Her;1.05;0.31;109;;;;
NGC6264;G;16:57:16.13;+27:50:58.6;Her;0.82;0.52;24;;;;
NGC6265;G;16:57:29.10;+27:50:39.2;Her;0.88;0.57;35;;;;
NGC6266;GCl;17:01:12.60;-30:06:44.5;Oph;7.80;;;7.39;;;
NGC6267;G;16:58:08.66;+22:59:06.4;Her;1.30;0.99;33;;;;
NGC6268;OCl;17:02:10.39;-39:43:41.6;Sco;6.00;;;9.50;;;
NGC6269;G;16:57:58.09;+27:51:15.6;Her;1.84;1.32;80;13.73;;;
NGC6270;G;16:58:44.05;+27:51:32.8;Her;0.72;0.47;93;;;;
NGC6271;G;16:58:50.77;+27:57:52.7;Her;0.67;0.54;20;;;;
NGC6272;G;16:58:58.26;+27:55:51.3;Her;0.56;0.29;159;;;;
NGC6273;GCl;17:02:37.68;-26:16:04.6;Oph;7.50;;;5.57;;;
NGC6274;GPair;16:59:20.92;+29:56:37.8;Her;1.20;;;;;;
NGC6274 NED01;G;16:59:20.50;+29:56:47.1;Her;0.60;0.43;16;14.33;;;
NGC6274 NED02;G;16:59:21.43;+29:56:26.0;Her;0.83;0.17;117;;;;
NGC6275;G;16:55:33.37;+63:14:31.9;Dra;0.76;0.47;146;17.37;;;
NGC6276;G;17:00:45.09;+23:02:38.4;Her;0.64;0.55;130;;;1239;
NGC6277;*;17:00:48.89;+23:02:21.7;Her;;;;;;;
NGC6278;G;17:00:50.33;+23:00:39.7;Her;1.73;0.86;128;;;;
NGC6279;G;16:59:01.43;+47:14:13.8;Her;1.04;0.87;34;;;;
NGC6280;GPair;17:01:57.49;+06:39:56.7;Oph;0.71;0.62;137;;;;
NGC6281;OCl;17:04:41.30;-37:59:06.8;Sco;10.20;;;5.40;;;
NGC6282;G;17:00:47.11;+29:49:14.2;Her;0.73;0.54;45;;;;
NGC6283;G;16:59:26.57;+49:55:19.1;Her;1.11;0.98;56;;;;
NGC6284;GCl;17:04:28.75;-24:45:51.6;Oph;6.60;;;7.43;;;
NGC6285;G;16:58:24.01;+58:57:21.5;Dra;1.08;0.57;110;;6286N;;
NGC6286;G;16:58:31.38;+58:56:10.5;Dra;1.22;1.12;35;;6286S;;
NGC6287;GCl;17:05:09.34;-22:42:28.8;Oph;5.40;;;10.30;;;
NGC6288;G;16:57:24.45;+68:27:25.3;Dra;0.72;0.52;110;;;;
NGC6289;G;16:57:44.99;+68:30:53.0;Dra;1.10;0.76;14;;;;
NGC6290;G;17:00:56.43;+58:58:13.8;Dra;0.99;0.90;135;;;;
NGC6291;G;17:00:55.92;+58:56:15.2;Dra;0.62;0.50;176;;;;
NGC6292;G;17:03:03.47;+61:02:38.0;Dra;1.32;0.63;102;;;;
NGC6293;GCl;17:10:10.41;-26:34:54.3;Oph;4.50;;;9.02;;;
NGC6294;**;17:10:16.23;-26:34:28.4;Oph;;;;;;;
NGC6295;G;17:03:15.35;+60:20:15.9;Dra;0.98;0.42;77;;;;
NGC6296;G;17:08:44.47;+03:53:38.7;Oph;0.89;0.70;124;;;;
NGC6297;G;17:03:36.55;+62:01:32.2;Dra;0.64;0.45;84;;6298;;
NGC6298;Dup;17:03:36.55;+62:01:32.2;Dra;;;;;6297;;
NGC6299;G;17:05:04.41;+62:27:28.2;Dra;0.95;0.59;50;;;;
NGC6300;G;17:16:59.47;-62:49:14.0;Ara;5.33;3.37;119;13.08;;;
NGC6301;G;17:08:32.74;+42:20:20.8;Her;1.77;1.00;113;;;4643;
NGC6302;PN;17:13:44.63;-37:06:11.3;Sco;0.74;;;9.60;;;Bug Nebula
NGC6303;G;17:05:02.77;+68:49:39.3;Dra;1.47;0.67;61;;;;
NGC6304;GCl;17:14:32.51;-29:27:44.2;Oph;3.60;;;9.03;;;
NGC6305;G;17:18:00.92;-59:10:19.5;Ara;1.69;1.32;137;12.61;;;
NGC6306;G;17:07:36.98;+60:43:44.0;Dra;1.32;0.49;161;13.74;;;
NGC6307;G;17:07:40.47;+60:45:02.8;Dra;1.36;1.03;153;;;;
NGC6308;G;17:11:59.71;+23:22:47.8;Her;1.19;0.95;156;;;;
NGC6309;PN;17:14:04.30;-12:54:38.0;Oph;0.26;;;11.50;;;Box Nebula
NGC6310;G;17:07:57.47;+60:59:24.6;Dra;1.68;0.35;70;;;;
NGC6311;G;17:10:43.57;+41:39:04.0;Her;1.23;1.17;5;;;;
NGC6312;G;17:10:48.16;+42:17:15.7;Her;0.87;0.74;5;;;;
NGC6313;G;17:10:20.80;+48:19:54.3;Her;1.45;0.52;156;;;;
NGC6314;G;17:12:38.71;+23:16:12.2;Her;1.37;0.70;174;14.62;;;
NGC6315;G;17:12:46.15;+23:13:24.8;Her;0.76;0.59;5;;;;
NGC6316;GCl;17:16:37.41;-28:08:24.1;Oph;4.80;;;9.03;;;
NGC6317;G;17:08:59.51;+62:53:52.8;Dra;0.96;0.61;44;;;;
NGC6318;OCl;17:16:11.59;-39:25:29.9;Sco;3.30;;;11.80;;;
NGC6319;G;17:09:44.08;+62:58:23.0;Dra;1.17;1.14;170;;;;
NGC6320;G;17:12:55.74;+40:15:59.4;Her;1.26;0.82;98;;;;
NGC6321;G;17:14:24.22;+20:18:50.1;Her;1.00;0.91;95;;;;
NGC6322;OCl;17:18:25.79;-42:56:02.5;Sco;6.30;;;6.00;;;
NGC6323;G;17:13:18.08;+43:46:56.8;Her;1.20;0.55;175;;;;
NGC6324;G;17:05:25.32;+75:24:25.3;UMi;0.98;0.52;74;;;;
NGC6325;GCl;17:17:59.27;-23:45:57.7;Oph;4.02;;;;;;
NGC6326;PN;17:20:46.36;-51:45:15.8;Ara;0.21;;;;;;
NGC6327;G;17:14:02.29;+43:38:58.1;Her;0.58;0.56;120;;;;
NGC6328;G;17:23:41.03;-65:00:36.6;Ara;1.61;1.56;160;13.20;;;
NGC6329;G;17:14:15.03;+43:41:04.9;Her;1.18;1.15;75;;;;
NGC6330;G;17:15:44.42;+29:24:15.5;Her;1.19;0.55;165;;;;
NGC6331;G;17:03:35.97;+78:37:44.4;UMi;1.04;1.00;30;;;;
NGC6332;G;17:15:02.90;+43:39:36.7;Her;1.74;0.89;45;;;;
NGC6333;GCl;17:19:11.78;-18:30:58.5;Oph;6.90;;;8.42;;;
NGC6334;SNR;17:20:49.70;-36:06:09.8;Sco;8.40;;;;;;
NGC6335;*Ass;17:19:31.92;-30:09:51.0;Sco;;;;;;;
NGC6336;G;17:16:16.57;+43:49:13.7;Her;1.05;0.73;167;;;;
NGC6337;PN;17:22:15.61;-38:29:01.4;Sco;0.85;;;12.30;;;
NGC6338;G;17:15:22.99;+57:24:40.3;Dra;1.73;1.04;16;;;;
NGC6339;G;17:17:06.50;+40:50:41.9;Her;1.86;1.17;170;;;;
NGC6340;G;17:10:24.85;+72:18:16.0;Dra;3.04;2.88;155;11.01;;;
NGC6341;GCl;17:17:07.27;+43:08:11.5;Her;14.40;;;6.52;;;
NGC6342;GCl;17:21:10.14;-19:35:14.7;Oph;6.60;;;10.01;;;
NGC6343;G;17:17:16.27;+41:03:09.8;Her;1.24;0.94;130;;;;
NGC6344;**;17:17:18.15;+42:26:03.1;Her;;;;;;;
NGC6345;G;17:15:24.28;+57:21:01.1;Dra;0.95;0.39;35;;;;
NGC6346;G;17:15:24.49;+57:19:21.1;Dra;0.91;0.58;94;;;;
NGC6347;G;17:19:54.67;+16:39:38.5;Her;1.22;0.57;98;13.45;;1253;
NGC6348;G;17:18:21.19;+41:38:51.4;Her;0.85;0.57;118;;;;
NGC6349;G;17:19:06.55;+36:03:39.3;Her;1.07;0.25;80;;;;
NGC6350;G;17:18:42.25;+41:41:39.6;Her;1.24;1.04;89;;;;
NGC6351;GPair;17:19:11.40;+36:03:38.0;Her;0.40;;;;;;
NGC6351 NED01;G;17:19:11.08;+36:03:37.5;Her;0.31;0.27;110;;;;
NGC6351 NED02;G;17:19:11.67;+36:03:39.8;Her;0.08;0.07;43;;;;
NGC6352;GCl;17:25:29.16;-48:25:21.7;Ara;7.20;;;8.87;;;
NGC6353;Other;17:21:12.47;+15:41:18.8;Her;;;;;;;
NGC6354;Other;17:24:34.28;-38:32:29.8;Sco;;;;;;;
NGC6355;GCl;17:23:58.65;-26:21:12.3;Oph;2.70;;;11.05;;;
NGC6356;GCl;17:23:34.99;-17:48:46.9;Oph;5.40;;;7.42;;;
NGC6357;Cl+N;17:24:43.57;-34:12:04.8;Sco;3.90;;;;;;the War and Peace Nebula
NGC6358;G;17:18:53.01;+52:36:55.0;Dra;1.00;0.40;110;;;;
NGC6359;G;17:17:52.99;+61:46:50.9;Dra;1.06;0.75;141;12.64;;;
NGC6360;*Ass;17:24:27.62;-29:52:17.7;Oph;5.10;;;;;;
NGC6361;G;17:18:41.09;+60:36:29.4;Dra;2.06;0.56;52;;;;
NGC6362;GCl;17:31:54.84;-67:02:52.3;Ara;8.40;;;8.86;;;
NGC6363;G;17:22:40.02;+41:06:06.1;Her;1.02;0.84;145;;;;
NGC6364;G;17:24:27.33;+29:23:24.6;Her;1.38;1.08;7;;;;
NGC6365A;G;17:22:43.81;+62:09:57.9;Dra;0.98;0.78;150;17.98;;;
NGC6365B;G;17:22:43.53;+62:10:25.4;Dra;1.13;0.24;32;;;;
NGC6366;GCl;17:27:44.33;-05:04:35.9;Oph;13.80;;;;;;
NGC6367;G;17:25:09.01;+37:45:35.6;Her;0.99;0.79;161;;;;
NGC6368;G;17:27:11.54;+11:32:37.0;Oph;3.44;0.80;43;;;;
NGC6369;PN;17:29:20.50;-23:45:34.0;Oph;0.63;;;11.40;;;Little Ghost Nebula
NGC6370;G;17:23:25.18;+56:58:28.3;Dra;1.31;1.08;112;;;;
NGC6371;G;17:27:20.59;+26:30:18.2;Her;0.72;0.55;165;;;;
NGC6372;G;17:27:31.85;+26:28:30.5;Her;1.61;0.94;75;;;;
NGC6373;G;17:24:08.09;+58:59:42.3;Dra;1.04;0.70;84;;;;
NGC6374;OCl;17:34:42.54;-32:34:52.9;Sco;6.90;;;5.50;6383;;
NGC6375;G;17:29:21.89;+16:12:24.0;Her;1.53;1.48;145;;;;
NGC6376;G;17:25:19.18;+58:49:02.8;Dra;0.52;0.29;172;18.97;;;
NGC6377;G;17:25:23.21;+58:49:21.9;Dra;0.64;0.27;64;;;;
NGC6378;G;17:30:41.98;+06:16:56.2;Oph;1.13;0.77;2;;;;
NGC6379;G;17:30:34.91;+16:17:19.5;Her;1.04;0.85;36;;;;
NGC6380;GCl;17:34:28.42;-39:04:10.8;Sco;3.90;;;;;;
NGC6381;G;17:27:16.85;+60:00:50.6;Dra;1.22;0.85;34;;;;
NGC6382;G;17:27:55.18;+56:52:07.4;Dra;1.16;0.71;95;;;;
NGC6383;Dup;17:34:42.54;-32:34:52.9;Sco;;;;;6374;;
NGC6384;G;17:32:24.30;+07:03:37.0;Oph;2.45;1.11;20;;;;
NGC6385;G;17:28:01.41;+57:31:18.5;Dra;1.14;1.08;70;;;;
NGC6386;G;17:28:51.78;+52:43:24.1;Dra;0.97;0.97;75;;;;
NGC6387;G;17:28:23.83;+57:32:43.4;Dra;0.31;0.15;63;16.81;;;
NGC6388;GCl;17:36:17.43;-44:44:08.2;Sco;8.40;;;;;;
NGC6389;G;17:32:39.77;+16:24:06.4;Her;1.20;0.92;135;12.39;;;
NGC6390;G;17:28:28.09;+60:05:39.0;Dra;0.88;0.45;11;;;;
NGC6391;G;17:28:48.99;+58:51:03.2;Dra;0.75;0.52;87;;;;
NGC6392;G;17:43:30.37;-69:47:06.7;Aps;1.94;1.71;60;;;;
NGC6393;G;17:30:08.45;+59:31:54.5;Dra;0.43;0.40;126;;;;
NGC6394;G;17:30:21.42;+59:38:23.6;Dra;1.14;0.43;40;;;;
NGC6395;G;17:26:31.27;+71:05:46.6;Dra;2.25;0.73;17;;;;
NGC6396;OCl;17:37:36.34;-35:01:33.1;Sco;3.30;;;8.50;;;
NGC6397;GCl;17:40:41.36;-53:40:25.3;Ara;15.30;;;5.17;;;
NGC6398;G;17:42:43.74;-61:41:39.4;Pav;2.44;0.85;161;;;;
NGC6399;G;17:31:50.30;+59:36:55.9;Dra;1.21;0.58;13;;;;
NGC6400;OCl;17:40:12.80;-36:56:51.8;Sco;6.00;;;8.80;;;
NGC6401;GCl;17:38:36.93;-23:54:31.6;Oph;4.50;;;10.71;;;
NGC6402;GCl;17:37:36.16;-03:14:45.3;Oph;;;;5.73;;;
NGC6403;G;17:43:23.56;-61:40:55.6;Pav;1.15;0.89;19;;;;
NGC6404;OCl;17:39:37.36;-33:14:48.2;Sco;4.20;;;10.60;;;
NGC6405;OCl;17:40:20.75;-32:15:15.0;Sco;15.60;;;4.20;;;Butterfly Cluster
NGC6406;**;17:38:19.05;+18:49:59.0;Her;;;;;;;
NGC6407;G;17:44:57.69;-60:44:23.3;Pav;2.47;1.93;56;;;;
NGC6408;G;17:38:47.36;+18:52:40.3;Her;1.55;1.26;155;;;;
NGC6409;G;17:36:35.40;+50:45:57.2;Dra;0.72;0.61;55;;;;
NGC6410;**;17:35:20.48;+60:47:35.0;Dra;;;;;;;
NGC6411;G;17:35:32.85;+60:48:48.2;Dra;1.76;1.15;69;;;;
NGC6412;G;17:29:37.51;+75:42:15.9;Dra;2.13;1.84;142;;;;
NGC6413;Other;17:40:40.72;+12:37:26.2;Oph;;;;;;;
NGC6414;G;17:30:36.86;+74:22:34.1;Dra;1.00;0.47;141;;;;
NGC6415;*Ass;17:44:20.55;-35:04:15.7;Sco;;;;;;;
NGC6416;OCl;17:44:19.99;-32:21:39.6;Sco;6.90;;;;;;
NGC6417;G;17:41:47.82;+23:40:19.9;Her;1.42;1.17;27;;;;
NGC6418;G;17:38:09.32;+58:42:53.7;Dra;0.65;0.52;171;16.84;;;
NGC6419;G;17:36:05.90;+68:09:20.8;Dra;0.97;0.25;131;;;;
NGC6420;G;17:36:16.30;+68:03:08.5;Dra;1.02;0.56;62;;;;
NGC6421;*Ass;17:45:44.21;-33:41:33.5;Sco;;;;;;;
NGC6422;G;17:36:30.01;+68:03:31.0;Dra;1.17;0.93;58;;;;
NGC6423;G;17:36:53.33;+68:10:17.3;Dra;0.63;0.59;170;;;;
NGC6424;G;17:36:12.07;+69:59:20.0;Dra;0.81;0.78;75;;;;
NGC6425;OCl;17:47:01.68;-31:31:45.8;Sco;4.80;;;7.20;;;
NGC6426;GCl;17:44:54.71;+03:10:12.5;Oph;5.70;;;;;;
NGC6427;G;17:43:38.59;+25:29:38.1;Her;1.55;0.52;36;;6431;;
NGC6428;**;17:43:52.81;+25:33:17.2;Her;;;;;;;
NGC6429;G;17:44:05.35;+25:21:02.6;Her;1.82;0.70;32;;;;
NGC6430;G;17:45:14.27;+18:08:20.2;Her;1.68;0.58;96;;;;
NGC6431;Dup;17:43:38.59;+25:29:38.1;Her;;;;;6427;;
NGC6432;Other;17:47:22.41;-24:53:14.9;Sgr;;;;;;;
NGC6433;G;17:43:56.21;+36:48:00.4;Her;1.91;0.50;162;;;;
NGC6434;G;17:36:48.82;+72:05:20.3;Dra;2.09;0.86;95;;;;
NGC6435;G;17:40:11.08;+62:38:30.3;Dra;0.87;0.58;7;;;;
NGC6436;G;17:41:13.24;+60:26:58.9;Dra;1.04;0.60;168;;;;
NGC6437;*Ass;17:48:21.12;-35:21:58.3;Sco;;;;;;;
NGC6438;G;18:22:17.48;-85:24:07.4;Oct;1.76;1.49;131;11.61;;;
NGC6438A;G;18:22:35.49;-85:24:22.8;Oct;3.44;1.36;48;;;;
NGC6439;PN;17:48:19.80;-16:28:44.0;Sgr;0.08;;;12.60;;;
NGC6440;GCl;17:48:52.67;-20:21:34.5;Sgr;5.10;;;10.10;;;
NGC6441;GCl;17:50:12.84;-37:03:03.9;Sco;4.80;;;8.00;;;
NGC6442;G;17:46:51.34;+20:45:39.9;Her;1.42;0.97;135;;;;
NGC6443;G;17:44:33.85;+48:06:50.6;Her;1.13;0.50;127;;;;
NGC6444;OCl;17:49:35.18;-34:49:10.8;Sco;6.90;;;;;;
NGC6445;PN;17:49:15.06;-20:00:34.2;Sgr;0.55;;;11.20;;;Little Gem
NGC6446;G;17:46:07.51;+35:34:09.8;Her;0.58;0.42;29;;;;
NGC6447;G;17:46:17.23;+35:34:19.1;Her;1.35;0.73;150;;;;
NGC6448;Other;17:44:20.56;+53:32:25.4;Dra;;;;;;;
NGC6449;G;17:43:46.34;+56:48:14.9;Dra;0.90;0.75;136;;;;
NGC6450;Other;17:47:32.36;+18:34:30.8;Her;;;;;;;
NGC6451;OCl;17:50:40.64;-30:12:41.8;Sco;7.20;;;8.20;;;
NGC6452;G;17:47:58.53;+20:50:16.1;Her;0.70;0.55;10;;;;
NGC6453;GCl;17:50:51.71;-34:35:59.6;Sco;5.40;;;;;;
NGC6454;G;17:44:56.61;+55:42:17.2;Dra;1.41;1.07;180;13.50;;;
NGC6455;*Ass;17:51:08.10;-35:20:16.1;Sco;7.80;;;;;;
NGC6456;G;17:42:31.85;+67:35:32.3;Dra;0.51;0.41;145;;;;
NGC6457;G;17:42:52.84;+66:28:33.6;Dra;1.08;0.72;131;;;;
NGC6458;G;17:49:11.01;+20:48:15.4;Her;1.08;0.72;147;;;;
NGC6459;G;17:45:47.19;+55:46:36.3;Dra;0.86;0.46;75;;;;
NGC6460;G;17:49:30.36;+20:45:49.2;Her;1.72;0.98;154;;;;
NGC6461;G;17:39:56.51;+74:02:03.2;Dra;0.82;0.47;21;;;;
NGC6462;G;17:44:48.86;+61:54:38.1;Dra;0.55;0.52;85;;;;
NGC6463;G;17:43:34.32;+67:36:12.6;Dra;0.95;0.81;161;;;;
NGC6464;G;17:45:47.53;+60:53:50.9;Dra;0.56;0.53;175;;;;
NGC6465;Other;17:52:55.58;-25:23:51.7;Sgr;;;;;;;
NGC6466;G;17:48:08.10;+51:23:57.2;Dra;0.70;0.41;120;;;;
NGC6467;G;17:50:40.16;+17:32:16.0;Her;1.41;0.75;76;;6468;;
NGC6468;Dup;17:50:40.16;+17:32:16.0;Her;;;;;6467;;
NGC6469;OCl;17:53:12.13;-22:16:30.4;Sgr;9.00;;;8.20;;;
NGC6470;G;17:44:14.87;+67:37:09.8;Dra;1.08;0.69;157;;;;
NGC6471;GPair;17:44:15.60;+67:35:31.0;Dra;1.20;;;;;;
NGC6471 NED01;G;17:44:13.04;+67:35:35.0;Dra;0.93;0.31;172;;6471W;;
NGC6471 NED02;G;17:44:18.16;+67:35:27.9;Dra;0.52;0.47;70;;6471E;;
NGC6472;G;17:44:03.10;+67:37:49.2;Dra;0.65;0.45;10;;;;
NGC6473;*;17:47:05.91;+57:18:35.7;Dra;;;;;;;
NGC6474;G;17:47:05.56;+57:18:04.2;Dra;0.87;0.42;72;;;;
NGC6475;OCl;17:53:51.18;-34:47:34.2;Sco;22.20;;;3.30;;;Ptolemy's Cluster
NGC6476;*Ass;17:54:02.01;-29:08:39.0;Sgr;;;;;;;
NGC6477;G;17:44:30.02;+67:36:38.1;Dra;0.55;0.35;126;;;;
NGC6478;G;17:48:38.35;+51:09:26.1;Dra;1.45;0.44;35;;;;
NGC6479;G;17:48:21.59;+54:08:56.4;Dra;0.94;0.83;151;;;;
NGC6480;*Ass;17:54:26.04;-30:27:07.4;Sco;2.70;;;;;;
NGC6481;Other;17:52:48.91;+04:10:04.2;Oph;3.90;;;;;;
NGC6482;G;17:51:48.81;+23:04:19.0;Her;2.03;1.71;68;11.45;;;
NGC6483;G;17:59:30.81;-63:40:07.4;Pav;1.83;1.49;117;;;;
NGC6484;G;17:51:46.98;+24:29:00.5;Her;1.74;0.91;77;;;;
NGC6485;G;17:51:52.74;+31:27:42.4;Her;1.23;1.16;15;;;;
NGC6486;G;17:52:35.30;+29:49:04.8;Her;0.61;0.56;70;;;;
NGC6487;G;17:52:41.85;+29:50:19.1;Her;1.80;1.57;20;;;;
NGC6488;G;17:49:20.97;+62:13:22.5;Dra;0.65;0.25;82;;;;
NGC6489;G;17:50:01.31;+60:05:32.0;Dra;0.51;0.40;32;;;;
NGC6490;G;17:54:30.47;+18:22:33.0;Her;1.01;0.78;112;;;;
NGC6491;G;17:50:00.70;+61:31:54.4;Dra;1.25;0.46;37;;6493A;;
NGC6492;G;18:02:48.35;-66:25:50.3;Pav;2.38;1.38;79;;;;
NGC6493;G;17:50:22.66;+61:33:33.9;Dra;1.07;1.02;25;;;;
NGC6494;OCl;17:57:04.77;-18:59:07.2;Sgr;16.80;;;5.50;;;
NGC6495;G;17:54:50.76;+18:19:36.9;Her;1.44;1.07;75;;;;
NGC6496;GCl;17:59:03.70;-44:15:58.7;CrA;4.62;;;;;;
NGC6497;G;17:51:17.97;+59:28:15.2;Dra;1.45;0.66;110;;6498;;
NGC6498;Dup;17:51:17.97;+59:28:15.2;Dra;;;;;6497;;
NGC6499;**;17:55:20.01;+18:21:35.1;Her;;;;;;;
NGC6500;G;17:55:59.78;+18:20:17.7;Her;2.08;1.65;45;12.54;;;
NGC6501;G;17:56:03.74;+18:22:23.1;Her;1.73;1.52;15;;;;
NGC6502;G;18:04:13.72;-65:24:35.8;Pav;1.40;1.23;45;;;;
NGC6503;G;17:49:26.43;+70:08:39.7;Dra;5.94;1.98;123;10.28;;;
NGC6504;G;17:56:05.71;+33:12:30.2;Her;1.94;0.41;95;;;;
NGC6505;G;17:51:07.44;+65:31:50.8;Dra;1.15;0.84;149;;;;
NGC6506;OCl;17:59:53.49;-24:41:07.2;Sgr;;;;;;;
NGC6507;OCl;17:59:50.79;-17:27:01.0;Sgr;4.80;;;9.60;;;
NGC6508;G;17:49:46.44;+72:01:16.0;Dra;1.29;1.09;23;;;;
NGC6509;G;17:59:25.27;+06:17:13.3;Oph;1.45;1.24;104;;;;
NGC6510;G;17:54:39.30;+60:49:04.5;Dra;0.83;0.48;15;;6511;;
NGC6511;Dup;17:54:39.30;+60:49:04.5;Dra;;;;;6510;;
NGC6512;G;17:54:50.31;+62:38:42.3;Dra;0.81;0.66;36;;;;
NGC6513;G;17:59:34.53;+24:52:49.9;Her;1.08;0.77;32;;;;
NGC6514;Neb;18:02:42.11;-22:58:18.8;Sgr;28.00;28.00;;8.50;;;Trifid Nebula
NGC6515;G;17:57:25.19;+50:43:41.2;Dra;1.53;1.14;17;;;;
NGC6516;G;17:55:16.78;+62:40:11.5;Dra;0.74;0.32;146;;;;
NGC6517;GCl;18:01:50.39;-08:57:34.2;Oph;4.80;;;;;;
NGC6518;G;17:59:43.74;+28:52:00.0;Her;0.80;0.64;53;;;;
NGC6519;**;18:03:20.13;-29:48:15.3;Sgr;;;;;;;
NGC6520;OCl;18:03:24.14;-27:53:10.0;Sgr;5.40;;;7.60;;;
NGC6521;G;17:55:48.44;+62:36:44.1;Dra;1.55;1.01;157;;;;
NGC6522;GCl;18:03:34.07;-30:02:02.3;Sgr;3.90;;;9.48;;;
NGC6523;Neb;18:03:41.27;-24:22:48.6;Sgr;45.00;30.00;;5.80;6533;;Lagoon Nebula
NGC6524;G;17:59:14.71;+45:53:13.5;Her;1.63;0.99;156;;;;
NGC6525;OCl;18:02:04.75;+11:02:18.0;Oph;5.40;;;;;;
NGC6526;Neb;18:04:06.15;-24:26:30.8;Sgr;40.00;40.00;;;;;
NGC6527;G;18:01:46.33;+19:43:43.4;Her;1.48;1.13;146;;;;
